datetime,megawatt
04-02-2023 09:30,22117
04-02-2023 09:45,14646
04-02-2023 10:00,24893
04-02-2023 10:15,15371
04-02-2023 10:30,17624
04-02-2023 10:45,11007
04-02-2023 11:00,19970
04-02-2023 11:15,18413
04-02-2023 11:30,23387
04-02-2023 11:45,12760
04-02-2023 12:00,25551
04-02-2023 12:15,14675
04-02-2023 12:30,25406
04-02-2023 12:45,16846
04-02-2023 13:00,20054
04-02-2023 13:15,11019
04-02-2023 13:30,13680
04-02-2023 13:45,23136
04-02-2023 14:00,15746
04-02-2023 14:15,13700
04-02-2023 14:30,19177
04-02-2023 14:45,22641
04-02-2023 15:00,10014
04-02-2023 15:15,24597
04-02-2023 15:30,19067
04-02-2023 15:45,19896
04-02-2023 16:00,16917
04-02-2023 16:15,15547
04-02-2023 16:30,11569
04-02-2023 16:45,11866
04-02-2023 17:00,14450
04-02-2023 17:15,19669
04-02-2023 17:30,12686
04-02-2023 17:45,10276
04-02-2023 18:00,17680
04-02-2023 18:15,24021
04-02-2023 18:30,18221
04-02-2023 18:45,23999
04-02-2023 19:00,25637
04-02-2023 19:15,16559
04-02-2023 19:30,19391
04-02-2023 19:45,21988
04-02-2023 20:00,11812
04-02-2023 20:15,24559
04-02-2023 20:30,22883
04-02-2023 20:45,14666
04-02-2023 21:00,14284
04-02-2023 21:15,19515
04-02-2023 21:30,18573
04-02-2023 21:45,9856
04-02-2023 22:00,11516
04-02-2023 22:15,23397
04-02-2023 22:30,19665
04-02-2023 22:45,13525
04-02-2023 23:00,16251
04-02-2023 23:15,15566
04-02-2023 23:30,13134
04-02-2023 23:45,15810
05-02-2023 00:00,18618
05-02-2023 00:15,19873
05-02-2023 00:30,22173
05-02-2023 00:45,19830
05-02-2023 01:00,24910
05-02-2023 01:15,21002
05-02-2023 01:30,21869
05-02-2023 01:45,11544
05-02-2023 02:00,17201
05-02-2023 02:15,17499
05-02-2023 02:30,23554
05-02-2023 02:45,24994
05-02-2023 03:00,11869
05-02-2023 03:15,24759
05-02-2023 03:30,25549
05-02-2023 03:45,12348
05-02-2023 04:00,17476
05-02-2023 04:15,15753
05-02-2023 04:30,19879
05-02-2023 04:45,10509
05-02-2023 05:00,14313
05-02-2023 05:15,25556
05-02-2023 05:30,10547
05-02-2023 05:45,13662
05-02-2023 06:00,12350
05-02-2023 06:15,15884
05-02-2023 06:30,14951
05-02-2023 06:45,23202
05-02-2023 07:00,16922
05-02-2023 07:15,13223
05-02-2023 07:30,15689
05-02-2023 07:45,22208
05-02-2023 08:00,23055
05-02-2023 08:15,16412
05-02-2023 08:30,15869
05-02-2023 08:45,14785
05-02-2023 09:00,13495
05-02-2023 09:15,11691
05-02-2023 09:30,16640
05-02-2023 09:45,25566
05-02-2023 10:00,20031
05-02-2023 10:15,25193
05-02-2023 10:30,20861
05-02-2023 10:45,12255
05-02-2023 11:00,14502
05-02-2023 11:15,12030
05-02-2023 11:30,20366
05-02-2023 11:45,15580
05-02-2023 12:00,18410
05-02-2023 12:15,16079
05-02-2023 12:30,17496
05-02-2023 12:45,18860
05-02-2023 13:00,17519
05-02-2023 13:15,14113
05-02-2023 13:30,11704
05-02-2023 13:45,22786
05-02-2023 14:00,12293
05-02-2023 14:15,17380
05-02-2023 14:30,23246
05-02-2023 14:45,23805
05-02-2023 15:00,24640
05-02-2023 15:15,16909
05-02-2023 15:30,9847
05-02-2023 15:45,17689
05-02-2023 16:00,20575
05-02-2023 16:15,11970
05-02-2023 16:30,17221
05-02-2023 16:45,13292
05-02-2023 17:00,25213
05-02-2023 17:15,24023
05-02-2023 17:30,16976
05-02-2023 17:45,9829
05-02-2023 18:00,10581
05-02-2023 18:15,25185
05-02-2023 18:30,9804
05-02-2023 18:45,22932
05-02-2023 19:00,13400
05-02-2023 19:15,11052
05-02-2023 19:30,15201
05-02-2023 19:45,10798
05-02-2023 20:00,19535
05-02-2023 20:15,22876
05-02-2023 20:30,23373
05-02-2023 20:45,24480
05-02-2023 21:00,21383
05-02-2023 21:15,17411
05-02-2023 21:30,17179
05-02-2023 21:45,9594
05-02-2023 22:00,15144
05-02-2023 22:15,22682
05-02-2023 22:30,12500
05-02-2023 22:45,15228
05-02-2023 23:00,15751
05-02-2023 23:15,20954
05-02-2023 23:30,19982
05-02-2023 23:45,13900
06-02-2023 00:00,12136
06-02-2023 00:15,21352
06-02-2023 00:30,9838
06-02-2023 00:45,13334
06-02-2023 01:00,23754
06-02-2023 01:15,18263
06-02-2023 01:30,18864
06-02-2023 01:45,17893
06-02-2023 02:00,16995
06-02-2023 02:15,20625
06-02-2023 02:30,21495
06-02-2023 02:45,17418
06-02-2023 03:00,18912
06-02-2023 03:15,17204
06-02-2023 03:30,24204
06-02-2023 03:45,9995
06-02-2023 04:00,24737
06-02-2023 04:15,25255
06-02-2023 04:30,15570
06-02-2023 04:45,15109
06-02-2023 05:00,14212
06-02-2023 05:15,18197
06-02-2023 05:30,22759
06-02-2023 05:45,13575
06-02-2023 06:00,22676
06-02-2023 06:15,14462
06-02-2023 06:30,10981
06-02-2023 06:45,20947
06-02-2023 07:00,9855
06-02-2023 07:15,12360
06-02-2023 07:30,24199
06-02-2023 07:45,18536
06-02-2023 08:00,15756
06-02-2023 08:15,19083
06-02-2023 08:30,22539
06-02-2023 08:45,17643
06-02-2023 09:00,25601
06-02-2023 09:15,24818
06-02-2023 09:30,23273
06-02-2023 09:45,24408
06-02-2023 10:00,9807
06-02-2023 10:15,18701
06-02-2023 10:30,24884
06-02-2023 10:45,12160
06-02-2023 11:00,17572
06-02-2023 11:15,24341
06-02-2023 11:30,22812
06-02-2023 11:45,17211
06-02-2023 12:00,22273
06-02-2023 12:15,13629
06-02-2023 12:30,21060
06-02-2023 12:45,11173
06-02-2023 13:00,17637
06-02-2023 13:15,12511
06-02-2023 13:30,12571
06-02-2023 13:45,21871
06-02-2023 14:00,20120
06-02-2023 14:15,14102
06-02-2023 14:30,21225
06-02-2023 14:45,20539
06-02-2023 15:00,18152
06-02-2023 15:15,20849
06-02-2023 15:30,12234
06-02-2023 15:45,18760
06-02-2023 16:00,10777
06-02-2023 16:15,21610
06-02-2023 16:30,10940
06-02-2023 16:45,23414
06-02-2023 17:00,17635
06-02-2023 17:15,17743
06-02-2023 17:30,25035
06-02-2023 17:45,16457
06-02-2023 18:00,10693
06-02-2023 18:15,22649
06-02-2023 18:30,22599
06-02-2023 18:45,24303
06-02-2023 19:00,20278
06-02-2023 19:15,18858
06-02-2023 19:30,12072
06-02-2023 19:45,22992
06-02-2023 20:00,12843
06-02-2023 20:15,10153
06-02-2023 20:30,15899
06-02-2023 20:45,17445
06-02-2023 21:00,10470
06-02-2023 21:15,17441
06-02-2023 21:30,14224
06-02-2023 21:45,21610
06-02-2023 22:00,17401
06-02-2023 22:15,19860
06-02-2023 22:30,24045
06-02-2023 22:45,23069
06-02-2023 23:00,11978
06-02-2023 23:15,17704
06-02-2023 23:30,12808
06-02-2023 23:45,23102
07-02-2023 00:00,20285
07-02-2023 00:15,11305
07-02-2023 00:30,10017
07-02-2023 00:45,24746
07-02-2023 01:00,22733
07-02-2023 01:15,15988
07-02-2023 01:30,15137
07-02-2023 01:45,23464
07-02-2023 02:00,16155
07-02-2023 02:15,16895
07-02-2023 02:30,19047
07-02-2023 02:45,24429
07-02-2023 03:00,9769
07-02-2023 03:15,21371
07-02-2023 03:30,25163
07-02-2023 03:45,15345
07-02-2023 04:00,24548
07-02-2023 04:15,11190
07-02-2023 04:30,16996
07-02-2023 04:45,16682
07-02-2023 05:00,15209
07-02-2023 05:15,23155
07-02-2023 05:30,13329
07-02-2023 05:45,21425
07-02-2023 06:00,18937
07-02-2023 06:15,16470
07-02-2023 06:30,17625
07-02-2023 06:45,15014
07-02-2023 07:00,23230
07-02-2023 07:15,15127
07-02-2023 07:30,24233
07-02-2023 07:45,24453
07-02-2023 08:00,22849
07-02-2023 08:15,17660
07-02-2023 08:30,15603
07-02-2023 08:45,13570
07-02-2023 09:00,21925
07-02-2023 09:15,20101
07-02-2023 09:30,12301
07-02-2023 09:45,20698
07-02-2023 10:00,11853
07-02-2023 10:15,13966
07-02-2023 10:30,18268
07-02-2023 10:45,19871
07-02-2023 11:00,21927
07-02-2023 11:15,17252
07-02-2023 11:30,12734
07-02-2023 11:45,24851
07-02-2023 12:00,9603
07-02-2023 12:15,20191
07-02-2023 12:30,18183
07-02-2023 12:45,22818
07-02-2023 13:00,10788
07-02-2023 13:15,18922
07-02-2023 13:30,22874
07-02-2023 13:45,19562
07-02-2023 14:00,15911
07-02-2023 14:15,24866
07-02-2023 14:30,23075
07-02-2023 14:45,22280
07-02-2023 15:00,11431
07-02-2023 15:15,16810
07-02-2023 15:30,16693
07-02-2023 15:45,19554
07-02-2023 16:00,23148
07-02-2023 16:15,14557
07-02-2023 16:30,10420
07-02-2023 16:45,14306
07-02-2023 17:00,11198
07-02-2023 17:15,18130
07-02-2023 17:30,20183
07-02-2023 17:45,17956
07-02-2023 18:00,9914
07-02-2023 18:15,15297
07-02-2023 18:30,13473
07-02-2023 18:45,10395
07-02-2023 19:00,13510
07-02-2023 19:15,21665
07-02-2023 19:30,20856
07-02-2023 19:45,16366
07-02-2023 20:00,12486
07-02-2023 20:15,22743
07-02-2023 20:30,19234
07-02-2023 20:45,24559
07-02-2023 21:00,21198
07-02-2023 21:15,11550
07-02-2023 21:30,11598
07-02-2023 21:45,16070
07-02-2023 22:00,21779
07-02-2023 22:15,22727
07-02-2023 22:30,9814
07-02-2023 22:45,18771
07-02-2023 23:00,18953
07-02-2023 23:15,16788
07-02-2023 23:30,20730
07-02-2023 23:45,13139
08-02-2023 00:00,10503
08-02-2023 00:15,22309
08-02-2023 00:30,14841
08-02-2023 00:45,17304
08-02-2023 01:00,9641
08-02-2023 01:15,17789
08-02-2023 01:30,15899
08-02-2023 01:45,12696
08-02-2023 02:00,21089
08-02-2023 02:15,21640
08-02-2023 02:30,10768
08-02-2023 02:45,20053
08-02-2023 03:00,12411
08-02-2023 03:15,20657
08-02-2023 03:30,12128
08-02-2023 03:45,11382
08-02-2023 04:00,15181
08-02-2023 04:15,25544
08-02-2023 04:30,12439
08-02-2023 04:45,14528
08-02-2023 05:00,19664
08-02-2023 05:15,19616
08-02-2023 05:30,25573
08-02-2023 05:45,21301
08-02-2023 06:00,12666
08-02-2023 06:15,15612
08-02-2023 06:30,19500
08-02-2023 06:45,18539
08-02-2023 07:00,11798
08-02-2023 07:15,16862
08-02-2023 07:30,23501
08-02-2023 07:45,17002
08-02-2023 08:00,18596
08-02-2023 08:15,20440
08-02-2023 08:30,24211
08-02-2023 08:45,23127
08-02-2023 09:00,12362
08-02-2023 09:15,18234
08-02-2023 09:30,16905
08-02-2023 09:45,9672
08-02-2023 10:00,24636
08-02-2023 10:15,22663
08-02-2023 10:30,16046
08-02-2023 10:45,22614
08-02-2023 11:00,12496
08-02-2023 11:15,18423
08-02-2023 11:30,14678
08-02-2023 11:45,17927
08-02-2023 12:00,25468
08-02-2023 12:15,20593
08-02-2023 12:30,23567
08-02-2023 12:45,17036
08-02-2023 13:00,21184
08-02-2023 13:15,11744
08-02-2023 13:30,17962
08-02-2023 13:45,20787
08-02-2023 14:00,11918
08-02-2023 14:15,21686
08-02-2023 14:30,23589
08-02-2023 14:45,18652
08-02-2023 15:00,22328
08-02-2023 15:15,19056
08-02-2023 15:30,9679
08-02-2023 15:45,21147
08-02-2023 16:00,15848
08-02-2023 16:15,17898
08-02-2023 16:30,19865
08-02-2023 16:45,24450
08-02-2023 17:00,18177
08-02-2023 17:15,13892
08-02-2023 17:30,16959
08-02-2023 17:45,17241
08-02-2023 18:00,16800
08-02-2023 18:15,16193
08-02-2023 18:30,15169
08-02-2023 18:45,20399
08-02-2023 19:00,21046
08-02-2023 19:15,24741
08-02-2023 19:30,11153
08-02-2023 19:45,15002
08-02-2023 20:00,18253
08-02-2023 20:15,10212
08-02-2023 20:30,21382
08-02-2023 20:45,21212
08-02-2023 21:00,10456
08-02-2023 21:15,14889
08-02-2023 21:30,15695
08-02-2023 21:45,19078
08-02-2023 22:00,21550
08-02-2023 22:15,21514
08-02-2023 22:30,11596
08-02-2023 22:45,13269
08-02-2023 23:00,16314
08-02-2023 23:15,16387
08-02-2023 23:30,15508
08-02-2023 23:45,24398
09-02-2023 00:00,9959
09-02-2023 00:15,17799
09-02-2023 00:30,21545
09-02-2023 00:45,15022
09-02-2023 01:00,17098
09-02-2023 01:15,21939
09-02-2023 01:30,20052
09-02-2023 01:45,22379
09-02-2023 02:00,13097
09-02-2023 02:15,9822
09-02-2023 02:30,19530
09-02-2023 02:45,20828
09-02-2023 03:00,14403
09-02-2023 03:15,23717
09-02-2023 03:30,9674
09-02-2023 03:45,15356
09-02-2023 04:00,10539
09-02-2023 04:15,15652
09-02-2023 04:30,24371
09-02-2023 04:45,20291
09-02-2023 05:00,14702
09-02-2023 05:15,24809
09-02-2023 05:30,10684
09-02-2023 05:45,13830
09-02-2023 06:00,23069
09-02-2023 06:15,15172
09-02-2023 06:30,17359
09-02-2023 06:45,24588
09-02-2023 07:00,10836
09-02-2023 07:15,21588
09-02-2023 07:30,10777
09-02-2023 07:45,18549
09-02-2023 08:00,21911
09-02-2023 08:15,12702
09-02-2023 08:30,9827
09-02-2023 08:45,24629
09-02-2023 09:00,17332
09-02-2023 09:15,18052
09-02-2023 09:30,17828
09-02-2023 09:45,11563
09-02-2023 10:00,19352
09-02-2023 10:15,9638
09-02-2023 10:30,25116
09-02-2023 10:45,13072
09-02-2023 11:00,18406
09-02-2023 11:15,12527
09-02-2023 11:30,10150
09-02-2023 11:45,20261
09-02-2023 12:00,25691
09-02-2023 12:15,20635
09-02-2023 12:30,16462
09-02-2023 12:45,22653
09-02-2023 13:00,17282
09-02-2023 13:15,15389
09-02-2023 13:30,18640
09-02-2023 13:45,25122
09-02-2023 14:00,24904
09-02-2023 14:15,22153
09-02-2023 14:30,20067
09-02-2023 14:45,14243
09-02-2023 15:00,22211
09-02-2023 15:15,21980
09-02-2023 15:30,23545
09-02-2023 15:45,21116
09-02-2023 16:00,19925
09-02-2023 16:15,20970
09-02-2023 16:30,9626
09-02-2023 16:45,22025
09-02-2023 17:00,15612
09-02-2023 17:15,18400
09-02-2023 17:30,25482
09-02-2023 17:45,13029
09-02-2023 18:00,19345
09-02-2023 18:15,15001
09-02-2023 18:30,18533
09-02-2023 18:45,9660
09-02-2023 19:00,13848
09-02-2023 19:15,12038
09-02-2023 19:30,12462
09-02-2023 19:45,10034
09-02-2023 20:00,22504
09-02-2023 20:15,20409
09-02-2023 20:30,9924
09-02-2023 20:45,17169
09-02-2023 21:00,24832
09-02-2023 21:15,17216
09-02-2023 21:30,12023
09-02-2023 21:45,20193
09-02-2023 22:00,18018
09-02-2023 22:15,25057
09-02-2023 22:30,9897
09-02-2023 22:45,9958
09-02-2023 23:00,19307
09-02-2023 23:15,21449
09-02-2023 23:30,16442
09-02-2023 23:45,23192
10-02-2023 00:00,13896
10-02-2023 00:15,18949
10-02-2023 00:30,16644
10-02-2023 00:45,9846
10-02-2023 01:00,13505
10-02-2023 01:15,11906
10-02-2023 01:30,24477
10-02-2023 01:45,19681
10-02-2023 02:00,25429
10-02-2023 02:15,9613
10-02-2023 02:30,18442
10-02-2023 02:45,23519
10-02-2023 03:00,12453
10-02-2023 03:15,20681
10-02-2023 03:30,15596
10-02-2023 03:45,15573
10-02-2023 04:00,17376
10-02-2023 04:15,22688
10-02-2023 04:30,17998
10-02-2023 04:45,15422
10-02-2023 05:00,25070
10-02-2023 05:15,24391
10-02-2023 05:30,18770
10-02-2023 05:45,23274
10-02-2023 06:00,14444
10-02-2023 06:15,24194
10-02-2023 06:30,18726
10-02-2023 06:45,23035
10-02-2023 07:00,21341
10-02-2023 07:15,16834
10-02-2023 07:30,21952
10-02-2023 07:45,11422
10-02-2023 08:00,20431
10-02-2023 08:15,19711
10-02-2023 08:30,15622
10-02-2023 08:45,23170
10-02-2023 09:00,23410
10-02-2023 09:15,23281
10-02-2023 09:30,20903
10-02-2023 09:45,14020
10-02-2023 10:00,21784
10-02-2023 10:15,13918
10-02-2023 10:30,25425
10-02-2023 10:45,17474
10-02-2023 11:00,25483
10-02-2023 11:15,10242
10-02-2023 11:30,17020
10-02-2023 11:45,15753
10-02-2023 12:00,24095
10-02-2023 12:15,14426
10-02-2023 12:30,23385
10-02-2023 12:45,16594
10-02-2023 13:00,10385
10-02-2023 13:15,17643
10-02-2023 13:30,17727
10-02-2023 13:45,24668
10-02-2023 14:00,11770
10-02-2023 14:15,21483
10-02-2023 14:30,18794
10-02-2023 14:45,15210
10-02-2023 15:00,13963
10-02-2023 15:15,25404
10-02-2023 15:30,21055
10-02-2023 15:45,18888
10-02-2023 16:00,11992
10-02-2023 16:15,21236
10-02-2023 16:30,16973
10-02-2023 16:45,24398
10-02-2023 17:00,25500
10-02-2023 17:15,13682
10-02-2023 17:30,11704
10-02-2023 17:45,20834
10-02-2023 18:00,21210
10-02-2023 18:15,16633
10-02-2023 18:30,14121
10-02-2023 18:45,10424
10-02-2023 19:00,23809
10-02-2023 19:15,10886
10-02-2023 19:30,19498
10-02-2023 19:45,24277
10-02-2023 20:00,13045
10-02-2023 20:15,23742
10-02-2023 20:30,12635
10-02-2023 20:45,24275
10-02-2023 21:00,20546
10-02-2023 21:15,20104
10-02-2023 21:30,21755
10-02-2023 21:45,22507
10-02-2023 22:00,22572
10-02-2023 22:15,11351
10-02-2023 22:30,22931
10-02-2023 22:45,25576
10-02-2023 23:00,19171
10-02-2023 23:15,9969
10-02-2023 23:30,11357
10-02-2023 23:45,21068
11-02-2023 00:00,17024
11-02-2023 00:15,12784
11-02-2023 00:30,18986
11-02-2023 00:45,19115
11-02-2023 01:00,23209
11-02-2023 01:15,11848
11-02-2023 01:30,22892
11-02-2023 01:45,22196
11-02-2023 02:00,21305
11-02-2023 02:15,12805
11-02-2023 02:30,21091
11-02-2023 02:45,18649
11-02-2023 03:00,11614
11-02-2023 03:15,18300
11-02-2023 03:30,20831
11-02-2023 03:45,13889
11-02-2023 04:00,22416
11-02-2023 04:15,20435
11-02-2023 04:30,25119
11-02-2023 04:45,24524
11-02-2023 05:00,11475
11-02-2023 05:15,17787
11-02-2023 05:30,11129
11-02-2023 05:45,20272
11-02-2023 06:00,18507
11-02-2023 06:15,19680
11-02-2023 06:30,11670
11-02-2023 06:45,24061
11-02-2023 07:00,10600
11-02-2023 07:15,17772
11-02-2023 07:30,14366
11-02-2023 07:45,14999
11-02-2023 08:00,25197
11-02-2023 08:15,16126
11-02-2023 08:30,12327
11-02-2023 08:45,18485
11-02-2023 09:00,15166
11-02-2023 09:15,17729
11-02-2023 09:30,22832
11-02-2023 09:45,23998
11-02-2023 10:00,10157
11-02-2023 10:15,19508
11-02-2023 10:30,15599
11-02-2023 10:45,16825
11-02-2023 11:00,19530
11-02-2023 11:15,13491
11-02-2023 11:30,19160
11-02-2023 11:45,25508
11-02-2023 12:00,21565
11-02-2023 12:15,10584
11-02-2023 12:30,16693
11-02-2023 12:45,9973
11-02-2023 13:00,23888
11-02-2023 13:15,23274
11-02-2023 13:30,16635
11-02-2023 13:45,18236
11-02-2023 14:00,22255
11-02-2023 14:15,15433
11-02-2023 14:30,23544
11-02-2023 14:45,11705
11-02-2023 15:00,21734
11-02-2023 15:15,9673
11-02-2023 15:30,15543
11-02-2023 15:45,9686
11-02-2023 16:00,13467
11-02-2023 16:15,25268
11-02-2023 16:30,16308
11-02-2023 16:45,18130
11-02-2023 17:00,11901
11-02-2023 17:15,19752
11-02-2023 17:30,24236
11-02-2023 17:45,19132
11-02-2023 18:00,18971
11-02-2023 18:15,19951
11-02-2023 18:30,16637
11-02-2023 18:45,12110
11-02-2023 19:00,16312
11-02-2023 19:15,18051
11-02-2023 19:30,18578
11-02-2023 19:45,21162
11-02-2023 20:00,22430
11-02-2023 20:15,19761
11-02-2023 20:30,10275
11-02-2023 20:45,18023
11-02-2023 21:00,14349
11-02-2023 21:15,24396
11-02-2023 21:30,16258
11-02-2023 21:45,10345
11-02-2023 22:00,17289
11-02-2023 22:15,17497
11-02-2023 22:30,13171
11-02-2023 22:45,16285
11-02-2023 23:00,12470
11-02-2023 23:15,12141
11-02-2023 23:30,12132
11-02-2023 23:45,11837
12-02-2023 00:00,20745
12-02-2023 00:15,24632
12-02-2023 00:30,13021
12-02-2023 00:45,18954
12-02-2023 01:00,12344
12-02-2023 01:15,16891
12-02-2023 01:30,22004
12-02-2023 01:45,11098
12-02-2023 02:00,10566
12-02-2023 02:15,16076
12-02-2023 02:30,21975
12-02-2023 02:45,14425
12-02-2023 03:00,12979
12-02-2023 03:15,11143
12-02-2023 03:30,25094
12-02-2023 03:45,13233
12-02-2023 04:00,15825
12-02-2023 04:15,23368
12-02-2023 04:30,12118
12-02-2023 04:45,16322
12-02-2023 05:00,22163
12-02-2023 05:15,14875
12-02-2023 05:30,20046
12-02-2023 05:45,19037
12-02-2023 06:00,15761
12-02-2023 06:15,13597
12-02-2023 06:30,10108
12-02-2023 06:45,25026
12-02-2023 07:00,22360
12-02-2023 07:15,23253
12-02-2023 07:30,21113
12-02-2023 07:45,18625
12-02-2023 08:00,17048
12-02-2023 08:15,14061
12-02-2023 08:30,18637
12-02-2023 08:45,13979
12-02-2023 09:00,14553
12-02-2023 09:15,10197
12-02-2023 09:30,9602
12-02-2023 09:45,18071
12-02-2023 10:00,17665
12-02-2023 10:15,11067
12-02-2023 10:30,23282
12-02-2023 10:45,18711
12-02-2023 11:00,13552
12-02-2023 11:15,25692
12-02-2023 11:30,23067
12-02-2023 11:45,24882
12-02-2023 12:00,14895
12-02-2023 12:15,16064
12-02-2023 12:30,18872
12-02-2023 12:45,21706
12-02-2023 13:00,21790
12-02-2023 13:15,21531
12-02-2023 13:30,14872
12-02-2023 13:45,23589
12-02-2023 14:00,24746
12-02-2023 14:15,10265
12-02-2023 14:30,15960
12-02-2023 14:45,20376
12-02-2023 15:00,17586
12-02-2023 15:15,9783
12-02-2023 15:30,18054
12-02-2023 15:45,10107
12-02-2023 16:00,14740
12-02-2023 16:15,19295
12-02-2023 16:30,16877
12-02-2023 16:45,24024
12-02-2023 17:00,21316
12-02-2023 17:15,23958
12-02-2023 17:30,13143
12-02-2023 17:45,10922
12-02-2023 18:00,24562
12-02-2023 18:15,19713
12-02-2023 18:30,14387
12-02-2023 18:45,13639
12-02-2023 19:00,17148
12-02-2023 19:15,15293
12-02-2023 19:30,20563
12-02-2023 19:45,16089
12-02-2023 20:00,16680
12-02-2023 20:15,25439
12-02-2023 20:30,12828
12-02-2023 20:45,21616
12-02-2023 21:00,9690
12-02-2023 21:15,13264
12-02-2023 21:30,25498
12-02-2023 21:45,20375
12-02-2023 22:00,21059
12-02-2023 22:15,16131
12-02-2023 22:30,24744
12-02-2023 22:45,25295
12-02-2023 23:00,20430
12-02-2023 23:15,19681
12-02-2023 23:30,18681
12-02-2023 23:45,17501
13-02-2023 00:00,15012
13-02-2023 00:15,19483
13-02-2023 00:30,11194
13-02-2023 00:45,11981
13-02-2023 01:00,14492
13-02-2023 01:15,10830
13-02-2023 01:30,13252
13-02-2023 01:45,9817
13-02-2023 02:00,12450
13-02-2023 02:15,20315
13-02-2023 02:30,9732
13-02-2023 02:45,23878
13-02-2023 03:00,20192
13-02-2023 03:15,12447
13-02-2023 03:30,19443
13-02-2023 03:45,18671
13-02-2023 04:00,17698
13-02-2023 04:15,24184
13-02-2023 04:30,18152
13-02-2023 04:45,24770
13-02-2023 05:00,10834
13-02-2023 05:15,11573
13-02-2023 05:30,21048
13-02-2023 05:45,19921
13-02-2023 06:00,9982
13-02-2023 06:15,24502
13-02-2023 06:30,18546
13-02-2023 06:45,17436
13-02-2023 07:00,16348
13-02-2023 07:15,17559
13-02-2023 07:30,14451
13-02-2023 07:45,22593
13-02-2023 08:00,17681
13-02-2023 08:15,20999
13-02-2023 08:30,14233
13-02-2023 08:45,12933
13-02-2023 09:00,14195
13-02-2023 09:15,17773
13-02-2023 09:30,10354
13-02-2023 09:45,10092
13-02-2023 10:00,17792
13-02-2023 10:15,11887
13-02-2023 10:30,17491
13-02-2023 10:45,21969
13-02-2023 11:00,19301
13-02-2023 11:15,11459
13-02-2023 11:30,13254
13-02-2023 11:45,13999
13-02-2023 12:00,18278
13-02-2023 12:15,13599
13-02-2023 12:30,14976
13-02-2023 12:45,21714
13-02-2023 13:00,15069
13-02-2023 13:15,13455
13-02-2023 13:30,19902
13-02-2023 13:45,17683
13-02-2023 14:00,16691
13-02-2023 14:15,22632
13-02-2023 14:30,24624
13-02-2023 14:45,21697
13-02-2023 15:00,22409
13-02-2023 15:15,19963
13-02-2023 15:30,19300
13-02-2023 15:45,13100
13-02-2023 16:00,15425
13-02-2023 16:15,19464
13-02-2023 16:30,17711
13-02-2023 16:45,18391
13-02-2023 17:00,16880
13-02-2023 17:15,17511
13-02-2023 17:30,12099
13-02-2023 17:45,10307
13-02-2023 18:00,21919
13-02-2023 18:15,11292
13-02-2023 18:30,24088
13-02-2023 18:45,16696
13-02-2023 19:00,15559
13-02-2023 19:15,22805
13-02-2023 19:30,20581
13-02-2023 19:45,22105
13-02-2023 20:00,24494
13-02-2023 20:15,16343
13-02-2023 20:30,24737
13-02-2023 20:45,14633
13-02-2023 21:00,15902
13-02-2023 21:15,23813
13-02-2023 21:30,17937
13-02-2023 21:45,24893
13-02-2023 22:00,21693
13-02-2023 22:15,19971
13-02-2023 22:30,21278
13-02-2023 22:45,12903
13-02-2023 23:00,18478
13-02-2023 23:15,22149
13-02-2023 23:30,23086
13-02-2023 23:45,18879
14-02-2023 00:00,21352
14-02-2023 00:15,18044
14-02-2023 00:30,13227
14-02-2023 00:45,12797
14-02-2023 01:00,24008
14-02-2023 01:15,15673
14-02-2023 01:30,13455
14-02-2023 01:45,10101
14-02-2023 02:00,19720
14-02-2023 02:15,20943
14-02-2023 02:30,17725
14-02-2023 02:45,18024
14-02-2023 03:00,13135
14-02-2023 03:15,14641
14-02-2023 03:30,15278
14-02-2023 03:45,15822
14-02-2023 04:00,10344
14-02-2023 04:15,17413
14-02-2023 04:30,10422
14-02-2023 04:45,13916
14-02-2023 05:00,13236
14-02-2023 05:15,22366
14-02-2023 05:30,22876
14-02-2023 05:45,21532
14-02-2023 06:00,14168
14-02-2023 06:15,11297
14-02-2023 06:30,23551
14-02-2023 06:45,14704
14-02-2023 07:00,14854
14-02-2023 07:15,12203
14-02-2023 07:30,19354
14-02-2023 07:45,24560
14-02-2023 08:00,9925
14-02-2023 08:15,16728
14-02-2023 08:30,20993
14-02-2023 08:45,10747
14-02-2023 09:00,19107
14-02-2023 09:15,25328
14-02-2023 09:30,25076
14-02-2023 09:45,25155
14-02-2023 10:00,17129
14-02-2023 10:15,22298
14-02-2023 10:30,11305
14-02-2023 10:45,16163
14-02-2023 11:00,11585
14-02-2023 11:15,13728
14-02-2023 11:30,21895
14-02-2023 11:45,13136
14-02-2023 12:00,23402
14-02-2023 12:15,22269
14-02-2023 12:30,19109
14-02-2023 12:45,20623
14-02-2023 13:00,22962
14-02-2023 13:15,15854
14-02-2023 13:30,17934
14-02-2023 13:45,15721
14-02-2023 14:00,24777
14-02-2023 14:15,11963
14-02-2023 14:30,9632
14-02-2023 14:45,14393
14-02-2023 15:00,16744
14-02-2023 15:15,10295
14-02-2023 15:30,10216
14-02-2023 15:45,11268
14-02-2023 16:00,24197
14-02-2023 16:15,19581
14-02-2023 16:30,22892
14-02-2023 16:45,16179
14-02-2023 17:00,11112
14-02-2023 17:15,23848
14-02-2023 17:30,16434
14-02-2023 17:45,25255
14-02-2023 18:00,25478
14-02-2023 18:15,21542
14-02-2023 18:30,12774
14-02-2023 18:45,11298
14-02-2023 19:00,22746
